ZIGG-ZAGG,SD,Basic,7,7,0,0,0
ZIGG-ZAGG,SD,Advanced,7+,7.8,0,0,0
ZIGG-ZAGG,SD,Expert,9,9.3,0,0,0
ZIGG-ZAGG,SD,Master,11,11.4,0,0,0
ZIGG-ZAGG,SD,Re:MASTER,12,12.5,0,0,0
ワールズエンド・ダンスホール,SD,Basic,7,7,0,0,0
ワールズエンド・ダンスホール,SD,Advanced,8,8.4,0,0,0
ワールズエンド・ダンスホール,SD,Expert,9+,9.7,0,0,0
ワールズエンド・ダンスホール,SD,Master,12+,12.8,0,0,0
ワールズエンド・ダンスホール,SD,Re:MASTER,13,13.3,0,0,0
パンダヒーロー,SD,Basic,6,6,0,0,0
パンダヒーロー,SD,Advanced,7+,7.7,0,0,0
パンダヒーロー,SD,Expert,9+,9.8,0,0,0
パンダヒーロー,SD,Master,12,12.4,0,0,0
オレンジの夏,SD,Basic,6,6,0,0,0
オレンジの夏,SD,Advanced,7,7.6,0,0,0
オレンジの夏,SD,Expert,10,10,0,0,0
オレンジの夏,SD,Master,12,12.4,0,0,0
BaBan!! －甘い罠－,SD,Basic,6,6,0,0,0
BaBan!! －甘い罠－,SD,Advanced,8,8.6,0,0,0
BaBan!! －甘い罠－,SD,Expert,12,12.3,0,0,0
BaBan!! －甘い罠－,SD,Master,12,12.5,0,0,0
ジングルベル,SD,Basic,6,6,0,0,0
ジングルベル,SD,Advanced,7+,7.9,0,0,0
ジングルベル,SD,Expert,10+,10.9,0,0,0
ジングルベル,SD,Master,14,14,0,0,0
ジングルベル,SD,Re:MASTER,14,14,0,0,0
マトリョシカ,SD,Basic,6,6,0,0,0
マトリョシカ,SD,Advanced,8,8.6,0,0,0
マトリョシカ,SD,Expert,9+,9.7,0,0,0
マトリョシカ,SD,Master,11+,11.7,0,0,0
マトリョシカ,SD,Re:MASTER,13,13.2,0,0,0
メグメグ☆ファイアーエンドレスナイト,SD,Basic,7,7,0,0,0
メグメグ☆ファイアーエンドレスナイト,SD,Advanced,7+,7.8,0,0,0
メグメグ☆ファイアーエンドレスナイト,SD,Expert,8+,8.8,0,0,0
メグメグ☆ファイアーエンドレスナイト,SD,Master,11+,11.7,0,0,0
天国と地獄,SD,Basic,5,5,0,0,0
天国と地獄,SD,Advanced,8,8,0,0,0
天国と地獄,SD,Expert,10,10,0,0,0
天国と地獄,SD,Master,13,13.3,0,0,0
きみのためなら死ねる,SD,Basic,4,4,0,0,0
きみのためなら死ねる,SD,Advanced,7,7,0,0,0
きみのためなら死ねる,SD,Expert,10,10,0,0,0
きみのためなら死ねる,SD,Master,12,12.5,0,0,0
怪盗Rのテーマ,SD,Basic,5,5,0,0,0
怪盗Rのテーマ,SD,Advanced,7+,7.8,0,0,0
怪盗Rのテーマ,SD,Expert,10,10.5,0,0,0
怪盗Rのテーマ,SD,Master,12+,12.7,0,0,0
マリアをはげませ,SD,Basic,5,5,0,0,0
マリアをはげませ,SD,Advanced,7,7,0,0,0
マリアをはげませ,SD,Expert,8+,8.7,0,0,0
マリアをはげませ,SD,Master,11+,11.7,0,0,0
SHOW TIME,SD,Basic,5,5,0,0,0
SHOW TIME,SD,Advanced,6,6.6,0,0,0
SHOW TIME,SD,Expert,8+,8.9,0,0,0
SHOW TIME,SD,Master,12,12.5,0,0,0
City Escape: Act1,SD,Basic,5,5,0,0,0
City Escape: Act1,SD,Advanced,6,6.2,0,0,0
City Escape: Act1,SD,Expert,9+,9.7,0,0,0
City Escape: Act1,SD,Master,12+,12.7,0,0,0
City Escape: Act1,SD,Re:MASTER,12+,12.7,0,0,0
Rooftop Run: Act1,SD,Basic,5,5,0,0,0
Rooftop Run: Act1,SD,Advanced,7,7.4,0,0,0
Rooftop Run: Act1,SD,Expert,11+,11.7,0,0,0
Rooftop Run: Act1,SD,Master,12,12.4,0,0,0
Rooftop Run: Act1,SD,Re:MASTER,13,13.2,0,0,0
Reach For The Stars,SD,Basic,5,5,0,0,0
Reach For The Stars,SD,Advanced,8,8.6,0,0,0
Reach For The Stars,SD,Expert,10+,10.9,0,0,0
Reach For The Stars,SD,Master,13+,13.9,0,0,0
Urban Crusher [Remix],SD,Basic,6,6,0,0,0
Urban Crusher [Remix],SD,Advanced,9,9.1,0,0,0
Urban Crusher [Remix],SD,Expert,12+,12.7,0,0,0
Urban Crusher [Remix],SD,Master,13,13.3,0,0,0
Catch The Future,SD,Basic,6,6,0,0,0
Catch The Future,SD,Advanced,8+,8.7,0,0,0
Catch The Future,SD,Expert,10+,10.8,0,0,0
Catch The Future,SD,Master,12+,12.8,0,0,0
JACKY [Remix],SD,Basic,4,4,0,0,0
JACKY [Remix],SD,Advanced,7,7.5,0,0,0
JACKY [Remix],SD,Expert,11,11.1,0,0,0
JACKY [Remix],SD,Master,13+,13.7,0,0,0
JACKY [Remix],SD,Re:MASTER,13+,13.7,0,0,0
Tell Your World,SD,Basic,6,6,0,0,0
Tell Your World,SD,Advanced,7,7.5,0,0,0
Tell Your World,SD,Expert,10,10.5,0,0,0
Tell Your World,SD,Master,12,12.4,0,0,0
Tell Your World,SD,Re:MASTER,13,13.2,0,0,0
おちゃめ機能,SD,Basic,5,5,0,0,0
おちゃめ機能,SD,Advanced,8,8.1,0,0,0
おちゃめ機能,SD,Expert,9,9.1,0,0,0
おちゃめ機能,SD,Master,13,13.4,0,0,0
ダンシング☆サムライ,SD,Basic,6,6,0,0,0
ダンシング☆サムライ,SD,Advanced,8,8.2,0,0,0
ダンシング☆サムライ,SD,Expert,11,11.1,0,0,0
ダンシング☆サムライ,SD,Master,12+,12.7,0,0,0
BAD∞END∞NIGHT,SD,Basic,6,6,0,0,0
BAD∞END∞NIGHT,SD,Advanced,8,8.6,0,0,0
BAD∞END∞NIGHT,SD,Expert,10+,10.7,0,0,0
BAD∞END∞NIGHT,SD,Master,13,13.5,0,0,0
ロミオとシンデレラ,SD,Basic,5,5,0,0,0
ロミオとシンデレラ,SD,Advanced,8,8.6,0,0,0
ロミオとシンデレラ,SD,Expert,11,11.1,0,0,0
ロミオとシンデレラ,SD,Master,12+,12.7,0,0,0
ロミオとシンデレラ,SD,Re:MASTER,13,13.3,0,0,0
Sweetiex2,SD,Basic,5,5,0,0,0
Sweetiex2,SD,Advanced,6+,6.9,0,0,0
Sweetiex2,SD,Expert,8,8.5,0,0,0
Sweetiex2,SD,Master,12,12.4,0,0,0
腐れ外道とチョコレゐト,SD,Basic,6,6,0,0,0
腐れ外道とチョコレゐト,SD,Advanced,9,9,0,0,0
腐れ外道とチョコレゐト,SD,Expert,12+,12.7,0,0,0
腐れ外道とチョコレゐト,SD,Master,13+,13.7,0,0,0
Quartet Theme [Reborn],SD,Basic,3,3,0,0,0
Quartet Theme [Reborn],SD,Advanced,7,7.3,0,0,0
Quartet Theme [Reborn],SD,Expert,11+,11.9,0,0,0
Quartet Theme [Reborn],SD,Master,12+,12.8,0,0,0
Sky High [Reborn],SD,Basic,5,5,0,0,0
Sky High [Reborn],SD,Advanced,8,8.2,0,0,0
Sky High [Reborn],SD,Expert,10+,10.7,0,0,0
Sky High [Reborn],SD,Master,12+,12.7,0,0,0
Sky High [Reborn],SD,Re:MASTER,12+,12.7,0,0,0
Like the Wind [Reborn],SD,Basic,6,6,0,0,0
Like the Wind [Reborn],SD,Advanced,9,9,0,0,0
Like the Wind [Reborn],SD,Expert,11,11.4,0,0,0
Like the Wind [Reborn],SD,Master,13+,13.8,0,0,0
YA･DA･YO [Reborn],SD,Basic,4,4,0,0,0
YA･DA･YO [Reborn],SD,Advanced,8+,8.7,0,0,0
YA･DA･YO [Reborn],SD,Expert,13,13,0,0,0
YA･DA･YO [Reborn],SD,Master,13,13.3,0,0,0
Space Harrier Main Theme [Reborn],SD,Basic,6,6,0,0,0
Space Harrier Main Theme [Reborn],SD,Advanced,7,7.6,0,0,0
Space Harrier Main Theme [Reborn],SD,Expert,11+,11.7,0,0,0
Space Harrier Main Theme [Reborn],SD,Master,13+,13.8,0,0,0
DADDY MULK -Groove remix-,SD,Basic,5,5,0,0,0
DADDY MULK -Groove remix-,SD,Advanced,7,7.5,0,0,0
DADDY MULK -Groove remix-,SD,Expert,12,12,0,0,0
DADDY MULK -Groove remix-,SD,Master,13+,13.8,0,0,0
DADDY MULK -Groove remix-,SD,Re:MASTER,13+,13.7,0,0,0
ぴぴぱぷぅ！,SD,Basic,3,3,0,0,0
ぴぴぱぷぅ！,SD,Advanced,8,8.2,0,0,0
ぴぴぱぷぅ！,SD,Expert,11,11.2,0,0,0
ぴぴぱぷぅ！,SD,Master,13,13,0,0,0
炎歌 -ほむらうた-,SD,Basic,4,4,0,0,0
炎歌 -ほむらうた-,SD,Advanced,7,7.2,0,0,0
炎歌 -ほむらうた-,SD,Expert,11+,11.9,0,0,0
炎歌 -ほむらうた-,SD,Master,13,13.5,0,0,0
犬日和。,SD,Basic,5,5,0,0,0
犬日和。,SD,Advanced,7,7,0,0,0
犬日和。,SD,Expert,10,10,0,0,0
犬日和。,SD,Master,12,12.4,0,0,0
ソーラン☆節,SD,Basic,6,6,0,0,0
ソーラン☆節,SD,Advanced,8,8,0,0,0
ソーラン☆節,SD,Expert,11,11.4,0,0,0
ソーラン☆節,SD,Master,13,13.3,0,0,0
デコボコ体操第二,SD,Basic,5,5,0,0,0
デコボコ体操第二,SD,Advanced,6+,6.8,0,0,0
デコボコ体操第二,SD,Expert,9,9.1,0,0,0
デコボコ体操第二,SD,Master,10+,10.7,0,0,0
スイートマジック,SD,Basic,4,4,0,0,0
スイートマジック,SD,Advanced,7,7.1,0,0,0
スイートマジック,SD,Expert,10+,10.7,0,0,0
スイートマジック,SD,Master,12,12.4,0,0,0
ゴーゴー幽霊船,SD,Basic,5,5,0,0,0
ゴーゴー幽霊船,SD,Advanced,8,8.2,0,0,0
ゴーゴー幽霊船,SD,Expert,11,11.2,0,0,0
ゴーゴー幽霊船,SD,Master,12,12.5,0,0,0
御旗のもとに,SD,Basic,5,5,0,0,0
御旗のもとに,SD,Advanced,7,7.6,0,0,0
御旗のもとに,SD,Expert,12,12.1,0,0,0
御旗のもとに,SD,Master,12+,12.7,0,0,0
FEEL ALIVE,SD,Basic,6,6,0,0,0
FEEL ALIVE,SD,Advanced,8+,8.8,0,0,0
FEEL ALIVE,SD,Expert,12,12.1,0,0,0
FEEL ALIVE,SD,Master,13+,13.8,0,0,0
Link,SD,Basic,6,6,0,0,0
Link,SD,Advanced,7+,7.8,0,0,0
Link,SD,Expert,12,12.5,0,0,0
Link,SD,Master,12,12.5,0,0,0
Turn around,SD,Basic,6,6,0,0,0
Turn around,SD,Advanced,8,8.1,0,0,0
Turn around,SD,Expert,13,13.1,0,0,0
Turn around,SD,Master,13,13.5,0,0,0
We Gonna Party,SD,Basic,6,6,0,0,0
We Gonna Party,SD,Advanced,8,8.6,0,0,0
We Gonna Party,SD,Expert,12+,12.9,0,0,0
We Gonna Party,SD,Master,13,13.6,0,0,0
We Gonna Party,SD,Re:MASTER,13+,13.7,0,0,0
Night Fly,SD,Basic,3,3,0,0,0
Night Fly,SD,Advanced,8,8.2,0,0,0
Night Fly,SD,Expert,11+,11.7,0,0,0
Night Fly,SD,Master,13,13.2,0,0,0
Night Fly,SD,Re:MASTER,13,13.4,0,0,0
Feel My Fire,SD,Basic,5,5,0,0,0
Feel My Fire,SD,Advanced,9,9.1,0,0,0
Feel My Fire,SD,Expert,11,11.1,0,0,0
Feel My Fire,SD,Master,13,13.2,0,0,0
Streak,SD,Basic,6,6,0,0,0
Streak,SD,Advanced,8,8.1,0,0,0
Streak,SD,Expert,12+,12.7,0,0,0
Streak,SD,Master,13,13.4,0,0,0
Spin me harder,SD,Basic,6,6,0,0,0
Spin me harder,SD,Advanced,8,8.4,0,0,0
Spin me harder,SD,Expert,12,12.2,0,0,0
Spin me harder,SD,Master,13,13.3,0,0,0
Lionheart,SD,Basic,6,6,0,0,0
Lionheart,SD,Advanced,8,8.2,0,0,0
Lionheart,SD,Expert,11,11.4,0,0,0
Lionheart,SD,Master,13,13.3,0,0,0
Acceleration,SD,Basic,7,7,0,0,0
Acceleration,SD,Advanced,8+,8.7,0,0,0
Acceleration,SD,Expert,11+,11.9,0,0,0
Acceleration,SD,Master,13,13.3,0,0,0
Sprintrances,SD,Basic,6,6,0,0,0
Sprintrances,SD,Advanced,8,8.6,0,0,0
Sprintrances,SD,Expert,11,11.1,0,0,0
Sprintrances,SD,Master,13,13.3,0,0,0
Nerverakes,SD,Basic,7,7,0,0,0
Nerverakes,SD,Advanced,8,8.4,0,0,0
Nerverakes,SD,Expert,11+,11.9,0,0,0
Nerverakes,SD,Master,13+,13.9,0,0,0
Black Out,SD,Basic,6,6,0,0,0
Black Out,SD,Advanced,8,8.2,0,0,0
Black Out,SD,Expert,13,13,0,0,0
Black Out,SD,Master,13,13.2,0,0,0
Fragrance,SD,Basic,6,6,0,0,0
Fragrance,SD,Advanced,9,9.3,0,0,0
Fragrance,SD,Expert,12+,12.7,0,0,0
Fragrance,SD,Master,14,14.2,0,0,0
Fragrance,SD,Re:MASTER,14,14.5,0,0,0
air's gravity,SD,Basic,7,7,0,0,0
air's gravity,SD,Advanced,8,8.6,0,0,0
air's gravity,SD,Expert,11,11.3,0,0,0
air's gravity,SD,Master,13,13.3,0,0,0
air's gravity,SD,Re:MASTER,13,13.5,0,0,0
Starlight Disco,SD,Basic,4,4,0,0,0
Starlight Disco,SD,Advanced,7+,7.8,0,0,0
Starlight Disco,SD,Expert,11+,11.9,0,0,0
Starlight Disco,SD,Master,12,12.4,0,0,0
Starlight Disco,SD,Re:MASTER,12+,12.7,0,0,0
地上の戦士,SD,Basic,5,5,0,0,0
地上の戦士,SD,Advanced,7+,7.7,0,0,0
地上の戦士,SD,Expert,10+,10.9,0,0,0
地上の戦士,SD,Master,12,12.5,0,0,0
超絶！Superlative,SD,Basic,6,6,0,0,0
超絶！Superlative,SD,Advanced,8+,8.7,0,0,0
超絶！Superlative,SD,Expert,11+,11.8,0,0,0
超絶！Superlative,SD,Master,13,13.2,0,0,0
采配の刻 Power of order,SD,Basic,6,6,0,0,0
采配の刻 Power of order,SD,Advanced,8,8.6,0,0,0
采配の刻 Power of order,SD,Expert,11+,11.9,0,0,0
采配の刻 Power of order,SD,Master,13,13.2,0,0,0
DO RORO DERODERO ON DO RORO,SD,Basic,6,6,0,0,0
DO RORO DERODERO ON DO RORO,SD,Advanced,8+,8.9,0,0,0
DO RORO DERODERO ON DO RORO,SD,Expert,13,13.2,0,0,0
DO RORO DERODERO ON DO RORO,SD,Master,13,13.4,0,0,0
泣き虫O'clock,SD,Basic,4,4,0,0,0
泣き虫O'clock,SD,Advanced,8,8.1,0,0,0
泣き虫O'clock,SD,Expert,10+,10.9,0,0,0
泣き虫O'clock,SD,Master,13,13.2,0,0,0
泣き虫O'clock,SD,Re:MASTER,12+,12.9,0,0,0
Natural Flow,SD,Basic,4,4,0,0,0
Natural Flow,SD,Advanced,7+,7.9,0,0,0
Natural Flow,SD,Expert,11+,11.8,0,0,0
Natural Flow,SD,Master,12,12.5,0,0,0
maimaiちゃんのテーマ,SD,Basic,5,5,0,0,0
maimaiちゃんのテーマ,SD,Advanced,7,7.1,0,0,0
maimaiちゃんのテーマ,SD,Expert,9,9.3,0,0,0
maimaiちゃんのテーマ,SD,Master,12,12.4,0,0,0
I ♥,SD,Basic,5,5,0,0,0
I ♥,SD,Advanced,7+,7.7,0,0,0
I ♥,SD,Expert,9,9.4,0,0,0
I ♥,SD,Master,12+,12.7,0,0,0
イアイア★ナイトオブデザイア,SD,Basic,5,5,0,0,0
イアイア★ナイトオブデザイア,SD,Advanced,7,7.3,0,0,0
イアイア★ナイトオブデザイア,SD,Expert,9+,9.8,0,0,0
イアイア★ナイトオブデザイア,SD,Master,11,11.2,0,0,0
ローリンガール,SD,Basic,4,4,0,0,0
ローリンガール,SD,Advanced,7,7.4,0,0,0
ローリンガール,SD,Expert,9+,9.8,0,0,0
ローリンガール,SD,Master,13,13.2,0,0,0
天ノ弱,SD,Basic,4,4,0,0,0
天ノ弱,SD,Advanced,8,8.4,0,0,0
天ノ弱,SD,Expert,11,11,0,0,0
天ノ弱,SD,Master,13,13.3,0,0,0
モザイクロール,SD,Basic,3,3,0,0,0
モザイクロール,SD,Advanced,7+,7.7,0,0,0
モザイクロール,SD,Expert,10+,10.7,0,0,0
モザイクロール,SD,Master,12+,12.7,0,0,0
脳漿炸裂ガール,SD,Basic,5,5,0,0,0
脳漿炸裂ガール,SD,Advanced,7,7.1,0,0,0
脳漿炸裂ガール,SD,Expert,12+,12.7,0,0,0
脳漿炸裂ガール,SD,Master,13+,13.9,0,0,0
セツナトリップ,SD,Basic,5,5,0,0,0
セツナトリップ,SD,Advanced,7,7.6,0,0,0
セツナトリップ,SD,Expert,11,11,0,0,0
セツナトリップ,SD,Master,13,13.3,0,0,0
放課後ストライド,SD,Basic,5,5,0,0,0
放課後ストライド,SD,Advanced,8,8.4,0,0,0
放課後ストライド,SD,Expert,10+,10.7,0,0,0
放課後ストライド,SD,Master,13,13.3,0,0,0
カゲロウデイズ,SD,Basic,5,5,0,0,0
カゲロウデイズ,SD,Advanced,7,7,0,0,0
カゲロウデイズ,SD,Expert,11,11.6,0,0,0
カゲロウデイズ,SD,Master,13,13.2,0,0,0
カゲロウデイズ,SD,Re:MASTER,13+,13.9,0,0,0
チルノのパーフェクトさんすう教室,SD,Basic,3,3,0,0,0
チルノのパーフェクトさんすう教室,SD,Advanced,7,7.2,0,0,0
チルノのパーフェクトさんすう教室,SD,Expert,10,10.4,0,0,0
チルノのパーフェクトさんすう教室,SD,Master,12+,12.9,0,0,0
Bad Apple!! feat nomico,SD,Basic,3,3,0,0,0
Bad Apple!! feat nomico,SD,Advanced,6+,6.8,0,0,0
Bad Apple!! feat nomico,SD,Expert,10,10.6,0,0,0
Bad Apple!! feat nomico,SD,Master,12,12.5,0,0,0
Bad Apple!! feat nomico,SD,Re:MASTER,13,13.3,0,0,0
魔理沙は大変なものを盗んでいきました,SD,Basic,6,6,0,0,0
魔理沙は大変なものを盗んでいきました,SD,Advanced,7,7.2,0,0,0
魔理沙は大変なものを盗んでいきました,SD,Expert,9,9.5,0,0,0
魔理沙は大変なものを盗んでいきました,SD,Master,13,13.3,0,0,0
Grip & Break down !!,SD,Basic,4,4,0,0,0
Grip & Break down !!,SD,Advanced,7,7,0,0,0
Grip & Break down !!,SD,Expert,9+,9.7,0,0,0
Grip & Break down !!,SD,Master,13,13.3,0,0,0
"Help me, ERINNNNNN!!",SD,Basic,6,6,0,0,0
"Help me, ERINNNNNN!!",SD,Advanced,7,7,0,0,0
"Help me, ERINNNNNN!!",SD,Expert,11,11.6,0,0,0
"Help me, ERINNNNNN!!",SD,Master,12,12.5,0,0,0
ナイト・オブ・ナイツ,SD,Basic,4,4,0,0,0
ナイト・オブ・ナイツ,SD,Advanced,8,8,0,0,0
ナイト・オブ・ナイツ,SD,Expert,11+,11.9,0,0,0
ナイト・オブ・ナイツ,SD,Master,13,13.3,0,0,0
ナイト・オブ・ナイツ,SD,Re:MASTER,14,14.3,0,0,0
全人類ノ非想天則,SD,Basic,4,4,0,0,0
全人類ノ非想天則,SD,Advanced,7+,7.9,0,0,0
全人類ノ非想天則,SD,Expert,10,10.6,0,0,0
全人類ノ非想天則,SD,Master,13,13.2,0,0,0
しゅわスパ大作戦☆,SD,Basic,5,5,0,0,0
しゅわスパ大作戦☆,SD,Advanced,7,7.5,0,0,0
しゅわスパ大作戦☆,SD,Expert,9+,9.9,0,0,0
しゅわスパ大作戦☆,SD,Master,12+,12.7,0,0,0
時空を超えて久しぶり！,SD,Basic,3,3,0,0,0
時空を超えて久しぶり！,SD,Advanced,6,6.2,0,0,0
時空を超えて久しぶり！,SD,Expert,10,10.3,0,0,0
時空を超えて久しぶり！,SD,Master,12+,12.7,0,0,0
Her Dream Is To Be A Fantastic Sorceress,SD,Basic,2,2,0,0,0
Her Dream Is To Be A Fantastic Sorceress,SD,Advanced,6+,6.8,0,0,0
Her Dream Is To Be A Fantastic Sorceress,SD,Expert,10+,10.9,0,0,0
Her Dream Is To Be A Fantastic Sorceress,SD,Master,12,12,0,0,0
ココロスキャンのうた,SD,Basic,5,5,0,0,0
ココロスキャンのうた,SD,Advanced,7,7.5,0,0,0
ココロスキャンのうた,SD,Expert,11,11.3,0,0,0
ココロスキャンのうた,SD,Master,13,13.5,0,0,0
神室雪月花,SD,Basic,2,2,0,0,0
神室雪月花,SD,Advanced,7+,7.7,0,0,0
神室雪月花,SD,Expert,12,12.2,0,0,0
神室雪月花,SD,Master,12+,12.7,0,0,0
KONNANじゃないっ！,SD,Basic,5,5,0,0,0
KONNANじゃないっ！,SD,Advanced,6+,6.8,0,0,0
KONNANじゃないっ！,SD,Expert,9,9,0,0,0
KONNANじゃないっ！,SD,Master,13,13.3,0,0,0
awake,SD,Basic,4,4,0,0,0
awake,SD,Advanced,8,8.5,0,0,0
awake,SD,Expert,9,9.3,0,0,0
awake,SD,Master,13,13.2,0,0,0
Mysterious Destiny,SD,Basic,4,4,0,0,0
Mysterious Destiny,SD,Advanced,7,7.5,0,0,0
Mysterious Destiny,SD,Expert,12+,12.7,0,0,0
Mysterious Destiny,SD,Master,13,13.3,0,0,0
Riders Of The Light,SD,Basic,4,4,0,0,0
Riders Of The Light,SD,Advanced,7,7.4,0,0,0
Riders Of The Light,SD,Expert,11+,11.7,0,0,0
Riders Of The Light,SD,Master,12,12.5,0,0,0
Terminal Storm,SD,Basic,3,3,0,0,0
Terminal Storm,SD,Advanced,7+,7.8,0,0,0
Terminal Storm,SD,Expert,11,11.5,0,0,0
Terminal Storm,SD,Master,13,13.3,0,0,0
記憶、記録,SD,Basic,4,4,0,0,0
記憶、記録,SD,Advanced,9,9.2,0,0,0
記憶、記録,SD,Expert,11,11.2,0,0,0
記憶、記録,SD,Master,13,13.4,0,0,0
記憶、記録,SD,Re:MASTER,14,14,0,0,0
セガサターン起動音[H.][Remix],SD,Basic,2,2,0,0,0
